stringId_A	stringId_B	preferredName_A	preferredName_B	ncbiTaxonId	score	nscore	fscore	pscore	ascore	escore	dscore	tscore
9606.ENSP00000011653	9606.ENSP00000387211	CD4	IL18R1	9606	0.221	0	0	0	0.084	0	0	0.185
9606.ENSP00000011653	9606.ENSP00000364270	CD4	XPA	9606	0.222	0	0	0	0	0	0	0.222
9606.ENSP00000011653	9606.ENSP00000364270	CD4	XPA	9606	0.222	0	0	0	0	0	0	0.222
9606.ENSP00000011653	9606.ENSP00000228534	CD4	IL23A	9606	0.222	0	0	0	0	0	0	0.222
9606.ENSP00000011653	9606.ENSP00000228534	CD4	IL23A	9606	0.222	0	0	0	0	0	0	0.222
9606.ENSP00000011653	9606.ENSP00000231228	CD4	IL12B	9606	0.222	0	0	0	0	0	0	0.222
9606.ENSP00000011653	9606.ENSP00000231228	CD4	IL12B	9606	0.222	0	0	0	0	0	0	0.222
9606.ENSP00000011653	9606.ENSP00000270800	CD4	IL22RA1	9606	0.229	0	0	0	0	0	0	0.23
9606.ENSP00000011653	9606.ENSP00000270800	CD4	IL22RA1	9606	0.229	0	0	0	0	0	0	0.23
9606.ENSP00000011653	9606.ENSP00000264497	CD4	IL21	9606	0.229	0	0	0	0	0	0	0.23
9606.ENSP00000011653	9606.ENSP00000264497	CD4	IL21	9606	0.229	0	0	0	0	0	0	0.23
9606.ENSP00000011653	9606.ENSP00000270139	CD4	IFNAR1	9606	0.231	0	0	0	0	0	0	0.232
9606.ENSP00000011653	9606.ENSP00000270139	CD4	IFNAR1	9606	0.231	0	0	0	0	0	0	0.232
9606.ENSP00000011653	9606.ENSP00000442424	CD4	IL22	9606	0.234	0	0	0	0	0	0	0.234
9606.ENSP00000011653	9606.ENSP00000442424	CD4	IL22	9606	0.234	0	0	0	0	0	0	0.234
9606.ENSP00000011653	9606.ENSP00000379110	CD4	CXCL1	9606	0.234	0	0	0	0	0	0	0.234
9606.ENSP00000011653	9606.ENSP00000379110	CD4	CXCL1	9606	0.234	0	0	0	0	0	0	0.234
9606.ENSP00000011653	9606.ENSP00000330393	CD4	LEPR	9606	0.238	0	0	0	0.061	0	0	0.222
9606.ENSP00000011653	9606.ENSP00000330393	CD4	LEPR	9606	0.238	0	0	0	0.061	0	0	0.222
9606.ENSP00000011653	9606.ENSP00000296028	CD4	PPBP	9606	0.239	0	0	0	0.105	0	0	0.185
9606.ENSP00000011653	9606.ENSP00000296028	CD4	PPBP	9606	0.239	0	0	0	0.105	0	0	0.185
9606.ENSP00000011653	9606.ENSP00000225474	CD4	CSF3	9606	0.247	0	0	0	0	0	0	0.247
9606.ENSP00000011653	9606.ENSP00000225474	CD4	CSF3	9606	0.247	0	0	0	0	0	0	0.247
9606.ENSP00000011653	9606.ENSP00000370698	CD4	IL6ST	9606	0.247	0	0	0	0.061	0	0	0.231
9606.ENSP00000011653	9606.ENSP00000370698	CD4	IL6ST	9606	0.247	0	0	0	0.061	0	0	0.231
9606.ENSP00000011653	9606.ENSP00000222573	CD4	ITGB8	9606	0.248	0	0	0	0.062	0	0	0.232
9606.ENSP00000011653	9606.ENSP00000222573	CD4	ITGB8	9606	0.248	0	0	0	0.062	0	0	0.232
9606.ENSP00000011653	9606.ENSP00000296980	CD4	IL22RA2	9606	0.25	0	0	0	0	0	0	0.25
9606.ENSP00000011653	9606.ENSP00000296980	CD4	IL22RA2	9606	0.25	0	0	0	0	0	0	0.25
9606.ENSP00000011653	9606.ENSP00000276927	CD4	IFNA1	9606	0.25	0	0	0	0	0	0	0.251
9606.ENSP00000011653	9606.ENSP00000276927	CD4	IFNA1	9606	0.25	0	0	0	0	0	0	0.251
9606.ENSP00000011653	9606.ENSP00000330341	CD4	SOCS3	9606	0.252	0	0	0	0.07	0	0	0.229
9606.ENSP00000011653	9606.ENSP00000330341	CD4	SOCS3	9606	0.252	0	0	0	0.07	0	0	0.229
9606.ENSP00000011653	9606.ENSP00000333298	CD4	LAMP1	9606	0.252	0	0	0	0.062	0	0	0.236
9606.ENSP00000011653	9606.ENSP00000333298	CD4	LAMP1	9606	0.252	0	0	0	0.062	0	0	0.236
9606.ENSP00000011653	9606.ENSP00000342156	CD4	NCR3	9606	0.259	0	0	0	0.077	0	0	0.231
9606.ENSP00000011653	9606.ENSP00000342156	CD4	NCR3	9606	0.259	0	0	0	0.077	0	0	0.231
9606.ENSP00000011653	9606.ENSP00000362181	CD4	NCR2	9606	0.261	0	0	0	0.064	0	0	0.243
9606.ENSP00000011653	9606.ENSP00000362181	CD4	NCR2	9606	0.261	0	0	0	0.064	0	0	0.243
9606.ENSP00000011653	9606.ENSP00000280357	CD4	IL18	9606	0.265	0	0	0	0.061	0	0	0.25
9606.ENSP00000011653	9606.ENSP00000280357	CD4	IL18	9606	0.265	0	0	0	0.061	0	0	0.25
9606.ENSP00000011653	9606.ENSP00000296795	CD4	TLR3	9606	0.266	0	0	0	0	0	0	0.266
9606.ENSP00000011653	9606.ENSP00000296795	CD4	TLR3	9606	0.266	0	0	0	0	0	0	0.266
9606.ENSP00000011653	9606.ENSP00000321345	CD4	IL23R	9606	0.266	0	0	0	0	0	0	0.266
9606.ENSP00000011653	9606.ENSP00000321345	CD4	IL23R	9606	0.266	0	0	0	0	0	0	0.266
9606.ENSP00000011653	9606.ENSP00000302234	CD4	CCL11	9606	0.268	0	0	0	0.081	0	0	0.237
9606.ENSP00000011653	9606.ENSP00000302234	CD4	CCL11	9606	0.268	0	0	0	0.081	0	0	0.237
9606.ENSP00000011653	9606.ENSP00000274520	CD4	IL9	9606	0.268	0	0	0	0	0	0	0.268
9606.ENSP00000011653	9606.ENSP00000274520	CD4	IL9	9606	0.268	0	0	0	0	0	0	0.268
9606.ENSP00000011653	9606.ENSP00000357470	CD4	IL6R	9606	0.268	0	0	0	0.098	0	0	0.222
9606.ENSP00000011653	9606.ENSP00000357470	CD4	IL6R	9606	0.268	0	0	0	0.098	0	0	0.222
9606.ENSP00000011653	9606.ENSP00000368450	CD4	CD83	9606	0.27	0	0	0	0.066	0	0	0.251
9606.ENSP00000011653	9606.ENSP00000368450	CD4	CD83	9606	0.27	0	0	0	0.066	0	0	0.251
9606.ENSP00000011653	9606.ENSP00000306512	CD4	CXCL8	9606	0.28	0	0	0	0	0	0	0.28
9606.ENSP00000011653	9606.ENSP00000306512	CD4	CXCL8	9606	0.28	0	0	0	0	0	0	0.28
9606.ENSP00000011653	9606.ENSP00000365402	CD4	HLA-C	9606	0.284	0	0	0	0.088	0	0	0.247
9606.ENSP00000011653	9606.ENSP00000365402	CD4	HLA-C	9606	0.284	0	0	0	0.088	0	0	0.247
9606.ENSP00000011653	9606.ENSP00000305651	CD4	CXCL10	9606	0.286	0	0	0	0.096	0	0	0.243
9606.ENSP00000011653	9606.ENSP00000305651	CD4	CXCL10	9606	0.286	0	0	0	0.096	0	0	0.243
9606.ENSP00000011653	9606.ENSP00000366095	CD4	MOG	9606	0.289	0	0	0	0	0	0	0.289
9606.ENSP00000011653	9606.ENSP00000366095	CD4	MOG	9606	0.289	0	0	0	0	0	0	0.289
9606.ENSP00000011653	9606.ENSP00000263636	CD4	LY75	9606	0.291	0	0	0	0.099	0	0	0.245
9606.ENSP00000011653	9606.ENSP00000263636	CD4	LY75	9606	0.291	0	0	0	0.099	0	0	0.245
9606.ENSP00000011653	9606.ENSP00000327890	CD4	IL3RA	9606	0.297	0	0	0	0.123	0	0	0.232
9606.ENSP00000011653	9606.ENSP00000327890	CD4	IL3RA	9606	0.297	0	0	0	0.123	0	0	0.232
9606.ENSP00000011653	9606.ENSP00000362195	CD4	CSF3R	9606	0.298	0	0	0	0.174	0	0	0.185
9606.ENSP00000011653	9606.ENSP00000362195	CD4	CSF3R	9606	0.298	0	0	0	0.174	0	0	0.185
9606.ENSP00000011653	9606.ENSP00000245414	CD4	IRF1	9606	0.299	0	0	0	0.092	0	0	0.259
9606.ENSP00000011653	9606.ENSP00000245414	CD4	IRF1	9606	0.299	0	0	0	0.092	0	0	0.259
9606.ENSP00000011653	9606.ENSP00000417517	CD4	ENSG00000173366	9606	0.3	0	0	0	0	0	0	0.3
9606.ENSP00000011653	9606.ENSP00000417517	CD4	ENSG00000173366	9606	0.3	0	0	0	0	0	0	0.3
9606.ENSP00000011653	9606.ENSP00000244174	CD4	IL9R	9606	0.302	0	0	0	0.13	0	0	0.23
9606.ENSP00000011653	9606.ENSP00000244174	CD4	IL9R	9606	0.302	0	0	0	0.13	0	0	0.23
9606.ENSP00000011653	9606.ENSP00000296870	CD4	IL3	9606	0.303	0	0	0	0	0	0	0.303
9606.ENSP00000011653	9606.ENSP00000296870	CD4	IL3	9606	0.303	0	0	0	0	0	0	0.303
9606.ENSP00000011653	9606.ENSP00000379111	CD4	IL4R	9606	0.305	0	0	0	0.123	0	0	0.24
9606.ENSP00000011653	9606.ENSP00000379111	CD4	IL4R	9606	0.305	0	0	0	0.123	0	0	0.24
9606.ENSP00000011653	9606.ENSP00000455897	CD4	MRC1	9606	0.306	0	0	0	0.153	0	0	0.215
9606.ENSP00000011653	9606.ENSP00000455897	CD4	MRC1	9606	0.306	0	0	0	0.153	0	0	0.215
9606.ENSP00000011653	9606.ENSP00000291890	CD4	NCR1	9606	0.308	0	0	0	0.062	0	0	0.293
9606.ENSP00000011653	9606.ENSP00000291890	CD4	NCR1	9606	0.308	0	0	0	0.062	0	0	0.293
9606.ENSP00000011653	9606.ENSP00000226574	CD4	NFKB1	9606	0.314	0	0	0	0	0	0	0.314
9606.ENSP00000011653	9606.ENSP00000226574	CD4	NFKB1	9606	0.314	0	0	0	0	0	0	0.314
9606.ENSP00000011653	9606.ENSP00000162749	CD4	TNFRSF1A	9606	0.315	0	0	0	0.063	0	0	0.299
9606.ENSP00000011653	9606.ENSP00000162749	CD4	TNFRSF1A	9606	0.315	0	0	0	0.063	0	0	0.299
9606.ENSP00000011653	9606.ENSP00000341208	CD4	STAT5A	9606	0.316	0	0	0	0.095	0	0	0.276
9606.ENSP00000011653	9606.ENSP00000341208	CD4	STAT5A	9606	0.316	0	0	0	0.095	0	0	0.276
9606.ENSP00000011653	9606.ENSP00000470788	CD4	IL12RB1	9606	0.323	0	0	0	0.091	0	0	0.286
9606.ENSP00000011653	9606.ENSP00000470788	CD4	IL12RB1	9606	0.323	0	0	0	0.091	0	0	0.286
9606.ENSP00000011653	9606.ENSP00000262345	CD4	IL12RB2	9606	0.325	0	0	0	0.061	0	0	0.311
9606.ENSP00000011653	9606.ENSP00000262345	CD4	IL12RB2	9606	0.325	0	0	0	0.061	0	0	0.311
9606.ENSP00000011653	9606.ENSP00000367832	CD4	CCL7	9606	0.33	0	0	0	0.188	0	0	0.209
9606.ENSP00000011653	9606.ENSP00000367832	CD4	CCL7	9606	0.33	0	0	0	0.188	0	0	0.209
9606.ENSP00000011653	9606.ENSP00000376134	CD4	STAT4	9606	0.338	0	0	0	0.076	0	0	0.313
9606.ENSP00000011653	9606.ENSP00000376134	CD4	STAT4	9606	0.338	0	0	0	0.076	0	0	0.313
9606.ENSP00000011653	9606.ENSP00000384053	CD4	CSF2RB	9606	0.341	0	0	0	0.321	0	0	0.069
9606.ENSP00000011653	9606.ENSP00000384053	CD4	CSF2RB	9606	0.341	0	0	0	0.321	0	0	0.069
9606.ENSP00000011653	9606.ENSP00000343952	CD4	GPR29	9606	0.342	0	0	0	0.063	0.064	0	0.311
9606.ENSP00000011653	9606.ENSP00000343952	CD4	GPR29	9606	0.342	0	0	0	0.063	0.064	0	0.311
9606.ENSP00000011653	9606.ENSP00000337432	CD4	IL17F	9606	0.347	0	0	0	0	0	0	0.347
9606.ENSP00000011653	9606.ENSP00000337432	CD4	IL17F	9606	0.347	0	0	0	0	0	0	0.347
9606.ENSP00000011653	9606.ENSP00000480132	CD4	NCAM1	9606	0.349	0	0	0	0	0	0	0.35
9606.ENSP00000011653	9606.ENSP00000480132	CD4	NCAM1	9606	0.349	0	0	0	0	0	0	0.35
9606.ENSP00000011653	9606.ENSP00000263339	CD4	IL1A	9606	0.349	0	0	0	0	0	0	0.349
9606.ENSP00000011653	9606.ENSP00000263339	CD4	IL1A	9606	0.349	0	0	0	0	0	0	0.349
9606.ENSP00000011653	9606.ENSP00000264657	CD4	STAT3	9606	0.349	0	0	0	0	0	0	0.35
9606.ENSP00000011653	9606.ENSP00000264657	CD4	STAT3	9606	0.349	0	0	0	0	0	0	0.35
9606.ENSP00000011653	9606.ENSP00000260010	CD4	TLR2	9606	0.356	0	0	0	0.141	0	0	0.282
9606.ENSP00000011653	9606.ENSP00000260010	CD4	TLR2	9606	0.356	0	0	0	0.141	0	0	0.282
9606.ENSP00000011653	9606.ENSP00000363089	CD4	TLR4	9606	0.363	0	0	0	0.118	0	0	0.307
9606.ENSP00000011653	9606.ENSP00000363089	CD4	TLR4	9606	0.363	0	0	0	0.118	0	0	0.307
9606.ENSP00000011653	9606.ENSP00000353874	CD4	TLR9	9606	0.366	0	0	0	0.076	0	0	0.343
9606.ENSP00000011653	9606.ENSP00000353874	CD4	TLR9	9606	0.366	0	0	0	0.076	0	0	0.343
9606.ENSP00000011653	9606.ENSP00000370034	CD4	TLR7	9606	0.367	0	0	0	0.169	0	0	0.27
9606.ENSP00000011653	9606.ENSP00000370034	CD4	TLR7	9606	0.367	0	0	0	0.169	0	0	0.27
9606.ENSP00000011653	9606.ENSP00000363318	CD4	IL2RG	9606	0.367	0	0	0	0.182	0	0	0.258
9606.ENSP00000011653	9606.ENSP00000363318	CD4	IL2RG	9606	0.367	0	0	0	0.182	0	0	0.258
9606.ENSP00000011653	9606.ENSP00000401399	CD4	MYD88	9606	0.368	0	0	0	0.069	0	0	0.35
9606.ENSP00000011653	9606.ENSP00000401399	CD4	MYD88	9606	0.368	0	0	0	0.069	0	0	0.35
9606.ENSP00000011653	9606.ENSP00000263379	CD4	IL27RA	9606	0.37	0	0	0	0.061	0	0	0.356
9606.ENSP00000011653	9606.ENSP00000263379	CD4	IL27RA	9606	0.37	0	0	0	0.061	0	0	0.356
9606.ENSP00000011653	9606.ENSP00000300134	CD4	STAT6	9606	0.371	0	0	0	0.074	0	0	0.349
9606.ENSP00000011653	9606.ENSP00000300134	CD4	STAT6	9606	0.371	0	0	0	0.074	0	0	0.349
9606.ENSP00000011653	9606.ENSP00000383715	CD4	CMKBR6	9606	0.372	0	0	0	0.086	0.064	0	0.325
9606.ENSP00000011653	9606.ENSP00000383715	CD4	CMKBR6	9606	0.372	0	0	0	0.086	0.064	0	0.325
9606.ENSP00000011653	9606.ENSP00000286301	CD4	CSF1R	9606	0.374	0	0	0	0.234	0	0	0.216
9606.ENSP00000011653	9606.ENSP00000286301	CD4	CSF1R	9606	0.374	0	0	0	0.234	0	0	0.216
9606.ENSP00000011653	9606.ENSP00000354394	CD4	STAT1	9606	0.379	0	0	0	0.061	0	0	0.366
9606.ENSP00000011653	9606.ENSP00000354394	CD4	STAT1	9606	0.379	0	0	0	0.061	0	0	0.366
9606.ENSP00000011653	9606.ENSP00000231509	CD4	NR3C1	9606	0.38	0	0	0	0	0.27	0	0.186
9606.ENSP00000011653	9606.ENSP00000231509	CD4	NR3C1	9606	0.38	0	0	0	0	0.27	0	0.186
9606.ENSP00000011653	9606.ENSP00000356713	CD4	IFNGR1	9606	0.382	0	0	0	0.061	0	0	0.369
9606.ENSP00000011653	9606.ENSP00000356713	CD4	IFNGR1	9606	0.382	0	0	0	0.061	0	0	0.369
9606.ENSP00000011653	9606.ENSP00000349365	CD4	IL27	9606	0.386	0	0	0	0.094	0	0	0.351
9606.ENSP00000011653	9606.ENSP00000349365	CD4	IL27	9606	0.386	0	0	0	0.094	0	0	0.351
9606.ENSP00000011653	9606.ENSP00000300589	CD4	NOD2	9606	0.39	0	0	0	0.172	0	0	0.293
9606.ENSP00000011653	9606.ENSP00000300589	CD4	NOD2	9606	0.39	0	0	0	0.172	0	0	0.293
9606.ENSP00000011653	9606.ENSP00000310036	CD4	CD34	9606	0.396	0	0	0	0	0	0	0.397
9606.ENSP00000011653	9606.ENSP00000310036	CD4	CD34	9606	0.396	0	0	0	0	0	0	0.397
9606.ENSP00000011653	9606.ENSP00000343204	CD4	JAK1	9606	0.399	0	0	0	0.05	0.263	0	0.211
9606.ENSP00000011653	9606.ENSP00000343204	CD4	JAK1	9606	0.399	0	0	0	0.05	0.263	0	0.211
9606.ENSP00000011653	9606.ENSP00000431885	CD4	TYK2	9606	0.401	0	0	0	0.05	0.263	0	0.214
9606.ENSP00000011653	9606.ENSP00000431885	CD4	TYK2	9606	0.401	0	0	0	0.05	0.263	0	0.214
9606.ENSP00000011653	9606.ENSP00000225831	CD4	CCL2	9606	0.404	0	0	0	0.188	0	0	0.297
9606.ENSP00000011653	9606.ENSP00000225831	CD4	CCL2	9606	0.404	0	0	0	0.188	0	0	0.297
9606.ENSP00000011653	9606.ENSP00000482259	CD4	CCL4	9606	0.404	0	0	0	0.172	0	0	0.31
9606.ENSP00000011653	9606.ENSP00000482259	CD4	CCL4	9606	0.404	0	0	0	0.172	0	0	0.31
9606.ENSP00000011653	9606.ENSP00000296871	CD4	CSF2	9606	0.406	0	0	0	0	0	0	0.406
9606.ENSP00000011653	9606.ENSP00000296871	CD4	CSF2	9606	0.406	0	0	0	0	0	0	0.406
9606.ENSP00000011653	9606.ENSP00000338010	CD4	IL21R	9606	0.407	0	0	0	0.24	0	0	0.251
9606.ENSP00000011653	9606.ENSP00000338010	CD4	IL21R	9606	0.407	0	0	0	0.24	0	0	0.251
9606.ENSP00000011653	9606.ENSP00000263341	CD4	IL1B	9606	0.408	0	0	0	0.099	0	0	0.37
9606.ENSP00000011653	9606.ENSP00000263341	CD4	IL1B	9606	0.408	0	0	0	0.099	0	0	0.37
9606.ENSP00000011653	9606.ENSP00000304915	CD4	IL13	9606	0.41	0	0	0	0	0	0	0.41
9606.ENSP00000011653	9606.ENSP00000304915	CD4	IL13	9606	0.41	0	0	0	0	0	0	0.41
9606.ENSP00000011653	9606.ENSP00000231454	CD4	IL5	9606	0.411	0	0	0	0	0	0	0.411
9606.ENSP00000011653	9606.ENSP00000231454	CD4	IL5	9606	0.411	0	0	0	0	0	0	0.411
9606.ENSP00000011653	9606.ENSP00000296545	CD4	IL15	9606	0.418	0	0	0	0.087	0	0	0.389
9606.ENSP00000011653	9606.ENSP00000296545	CD4	IL15	9606	0.418	0	0	0	0.087	0	0	0.389
9606.ENSP00000011653	9606.ENSP00000371067	CD4	JAK2	9606	0.418	0	0	0	0.068	0.263	0	0.221
9606.ENSP00000011653	9606.ENSP00000371067	CD4	JAK2	9606	0.418	0	0	0	0.068	0.263	0	0.221
9606.ENSP00000011653	9606.ENSP00000361359	CD4	CD40	9606	0.423	0	0	0	0.081	0	0	0.397
9606.ENSP00000011653	9606.ENSP00000361359	CD4	CD40	9606	0.423	0	0	0	0.081	0	0	0.397
9606.ENSP00000011653	9606.ENSP00000246657	CD4	CCR7	9606	0.425	0	0	0	0.132	0	0	0.365
9606.ENSP00000011653	9606.ENSP00000246657	CD4	CCR7	9606	0.425	0	0	0	0.132	0	0	0.365
9606.ENSP00000011653	9606.ENSP00000398568	CD4	PRF1	9606	0.438	0	0	0	0.158	0	0	0.359
9606.ENSP00000011653	9606.ENSP00000398568	CD4	PRF1	9606	0.438	0	0	0	0.158	0	0	0.359
9606.ENSP00000011653	9606.ENSP00000263851	CD4	IL7	9606	0.446	0	0	0	0	0	0	0.446
9606.ENSP00000011653	9606.ENSP00000263851	CD4	IL7	9606	0.446	0	0	0	0	0	0	0.446
9606.ENSP00000011653	9606.ENSP00000474412	CD4	CCL5	9606	0.463	0	0	0	0.097	0	0	0.43
9606.ENSP00000011653	9606.ENSP00000474412	CD4	CCL5	9606	0.463	0	0	0	0.097	0	0	0.43
9606.ENSP00000011653	9606.ENSP00000227752	CD4	IL10RA	9606	0.465	0	0	0	0.313	0	0	0.253
9606.ENSP00000011653	9606.ENSP00000227752	CD4	IL10RA	9606	0.465	0	0	0	0.313	0	0	0.253
9606.ENSP00000011653	9606.ENSP00000428056	CD4	PIK3R1	9606	0.467	0	0	0	0	0.313	0	0.257
9606.ENSP00000011653	9606.ENSP00000428056	CD4	PIK3R1	9606	0.467	0	0	0	0	0.313	0	0.257
9606.ENSP00000011653	9606.ENSP00000299440	CD4	RAG1	9606	0.479	0	0	0	0.061	0	0	0.468
9606.ENSP00000011653	9606.ENSP00000299440	CD4	RAG1	9606	0.479	0	0	0	0.061	0	0	0.468
9606.ENSP00000011653	9606.ENSP00000385675	CD4	IL6	9606	0.481	0	0	0	0	0	0	0.481
9606.ENSP00000011653	9606.ENSP00000385675	CD4	IL6	9606	0.481	0	0	0	0	0	0	0.481
9606.ENSP00000011653	9606.ENSP00000315477	CD4	CD209	9606	0.493	0	0	0	0.076	0	0	0.474
9606.ENSP00000011653	9606.ENSP00000315477	CD4	CD209	9606	0.493	0	0	0	0.076	0	0	0.474
9606.ENSP00000011653	9606.ENSP00000358983	CD4	NFKB2	9606	0.519	0	0	0	0	0	0	0.519
9606.ENSP00000011653	9606.ENSP00000358983	CD4	NFKB2	9606	0.519	0	0	0	0	0	0	0.519
9606.ENSP00000011653	9606.ENSP00000398698	CD4	TNF	9606	0.537	0	0	0	0.098	0	0	0.507
9606.ENSP00000011653	9606.ENSP00000398698	CD4	TNF	9606	0.537	0	0	0	0.098	0	0	0.507
9606.ENSP00000011653	9606.ENSP00000412237	CD4	IL10	9606	0.543	0	0	0	0	0	0	0.543
9606.ENSP00000011653	9606.ENSP00000412237	CD4	IL10	9606	0.543	0	0	0	0	0	0	0.543
9606.ENSP00000011653	9606.ENSP00000359663	CD4	CD40LG	9606	0.557	0	0	0	0.274	0.064	0	0.4
9606.ENSP00000011653	9606.ENSP00000359663	CD4	CD40LG	9606	0.557	0	0	0	0.274	0.064	0	0.4
9606.ENSP00000011653	9606.ENSP00000177694	CD4	TBX21	9606	0.564	0	0	0	0.126	0	0	0.522
9606.ENSP00000011653	9606.ENSP00000177694	CD4	TBX21	9606	0.564	0	0	0	0.126	0	0	0.522
9606.ENSP00000011653	9606.ENSP00000344192	CD4	IL17A	9606	0.62	0	0	0	0	0	0	0.62
9606.ENSP00000011653	9606.ENSP00000344192	CD4	IL17A	9606	0.62	0	0	0	0	0	0	0.62
9606.ENSP00000011653	9606.ENSP00000303939	CD4	CTLA4	9606	0.626	0	0	0	0.132	0	0	0.587
9606.ENSP00000011653	9606.ENSP00000303939	CD4	CTLA4	9606	0.626	0	0	0	0.132	0	0	0.587
9606.ENSP00000011653	9606.ENSP00000231449	CD4	IL4	9606	0.627	0	0	0	0	0	0	0.627
9606.ENSP00000011653	9606.ENSP00000231449	CD4	IL4	9606	0.627	0	0	0	0	0	0	0.627
9606.ENSP00000011653	9606.ENSP00000365380	CD4	FOXP3	9606	0.643	0	0	0	0.076	0	0	0.63
9606.ENSP00000011653	9606.ENSP00000365380	CD4	FOXP3	9606	0.643	0	0	0	0.076	0	0	0.63
9606.ENSP00000011653	9606.ENSP00000229135	CD4	IFNG	9606	0.656	0	0	0	0.074	0	0	0.644
9606.ENSP00000011653	9606.ENSP00000229135	CD4	IFNG	9606	0.656	0	0	0	0.074	0	0	0.644
9606.ENSP00000011653	9606.ENSP00000441691	CD4	ITGAM	9606	0.663	0	0	0	0.287	0	0	0.546
9606.ENSP00000011653	9606.ENSP00000441691	CD4	ITGAM	9606	0.663	0	0	0	0.287	0	0	0.546
9606.ENSP00000011653	9606.ENSP00000398632	CD4	CD44	9606	0.672	0	0	0	0.057	0.336	0	0.519
9606.ENSP00000011653	9606.ENSP00000398632	CD4	CD44	9606	0.672	0	0	0	0.057	0.336	0	0.519
9606.ENSP00000011653	9606.ENSP00000226730	CD4	IL2	9606	0.684	0	0	0	0	0	0	0.684
9606.ENSP00000011653	9606.ENSP00000226730	CD4	IL2	9606	0.684	0	0	0	0	0	0	0.684
9606.ENSP00000011653	9606.ENSP00000216223	CD4	IL2RB	9606	0.686	0	0	0	0.548	0	0	0.335
9606.ENSP00000011653	9606.ENSP00000216223	CD4	IL2RB	9606	0.686	0	0	0	0.548	0	0	0.335
9606.ENSP00000011653	9606.ENSP00000356946	CD4	FCGR3A	9606	0.758	0	0	0	0.31	0.379	0	0.48
9606.ENSP00000011653	9606.ENSP00000356946	CD4	FCGR3A	9606	0.758	0	0	0	0.31	0.379	0	0.48
9606.ENSP00000011653	9606.ENSP00000369293	CD4	IL2RA	9606	0.762	0	0	0	0.084	0.336	0	0.64
9606.ENSP00000011653	9606.ENSP00000369293	CD4	IL2RA	9606	0.762	0	0	0	0.084	0.336	0	0.64
9606.ENSP00000011653	9606.ENSP00000262640	CD4	VAMP7	9606	0.9	0	0	0	0	0	0.9	0
9606.ENSP00000011653	9606.ENSP00000262640	CD4	VAMP7	9606	0.9	0	0	0	0	0	0.9	0
9606.ENSP00000011653	9606.ENSP00000275493	CD4	EGFR	9606	0.915	0	0	0	0	0	0.9	0.186
9606.ENSP00000011653	9606.ENSP00000275493	CD4	EGFR	9606	0.915	0	0	0	0	0	0.9	0.186
