interactor	score
KLRD1	0.442
KLRD1	0.442
MMP12	0.442
MMP12	0.442
MAGEA1	0.443
MAGEA1	0.443
CISH	0.445
CISH	0.445
CALR	0.445
CALR	0.445
ICOSL	0.446
ICOSL	0.446
B7RP1	0.446
B7RP1	0.446
IL36RN	0.446
IL36RN	0.446
CLEC9A	0.448
CLEC9A	0.448
MAP2K7	0.45
MAP2K7	0.45
RELA	0.454
RELA	0.454
LCP1	0.455
LCP1	0.455
LCK	0.455
LCK	0.455
SIRPA	0.456
SIRPA	0.456
IRF7	0.457
IRF7	0.457
TRAF6	0.458
TRAF6	0.458
CD5	0.458
CD5	0.458
HAND2	0.461
HAND2	0.461
RORC	0.462
RORC	0.462
TNFRSF18	0.467
TNFRSF18	0.467
XCL1	0.47
XCL1	0.47
HAVCR2	0.471
HAVCR2	0.471
TFRC	0.471
TFRC	0.471
GYPA	0.471
GYPA	0.471
DDX58	0.473
DDX58	0.473
TYK2	0.473
TYK2	0.473
CCL26	0.473
CCL26	0.473
PRG2	0.473
PRG2	0.473
CLEC4C	0.473
CLEC4C	0.473
ANPEP	0.475
ANPEP	0.475
MMP1	0.476
MMP1	0.476
CD2	0.476
CD2	0.476
SLC7A7	0.477
SLC7A7	0.477
THBD	0.477
THBD	0.477
PSMA7	0.478
PSMA7	0.478
ELANE	0.479
ELANE	0.479
RNASE2	0.479
RNASE2	0.479
FGF13	0.481
FGF13	0.481
IL34	0.482
IL34	0.482
MSLN	0.483
MSLN	0.483
GMPS	0.483
GMPS	0.483
SOCS3	0.484
SOCS3	0.484
MMP3	0.485
MMP3	0.485
BMPR2	0.489
BMPR2	0.489
NOD2	0.489
NOD2	0.489
ZFP36	0.491
ZFP36	0.491
KLK3	0.491
KLK3	0.491
IFNA2	0.491
IFNA2	0.491
IRF3	0.493
IRF3	0.493
TNFSF13B	0.493
TNFSF13B	0.493
BCL2L1	0.494
BCL2L1	0.494
FAS	0.494
FAS	0.494
CDKN2A	0.495
CDKN2A	0.495
SRC	0.495
SRC	0.495
HMGB1	0.497
HMGB1	0.497
ETS2	0.497
ETS2	0.497
PLA2G4A	0.499
PLA2G4A	0.499
PRKCA	0.503
PRKCA	0.503
STAT4	0.507
STAT4	0.507
CCL18	0.507
CCL18	0.507
ALOX5AP	0.508
ALOX5AP	0.508
ITGAL	0.511
ITGAL	0.511
CASP3	0.511
CASP3	0.511
LAMP1	0.511
LAMP1	0.511
LMNA	0.512
LMNA	0.512
IGF1	0.515
IGF1	0.515
ITPKB	0.522
ITPKB	0.522
SERPINB8	0.524
SERPINB8	0.524
GATA3	0.525
GATA3	0.525
MAGEA3	0.526
MAGEA3	0.526
TNFRSF1B	0.528
TNFRSF1B	0.528
PECAM1	0.529
PECAM1	0.529
NGF	0.529
NGF	0.529
FOS	0.53
FOS	0.53
CX3CR1	0.53
CX3CR1	0.53
CXCR2	0.53
CXCR2	0.53
FUT4	0.531
FUT4	0.531
AXL	0.531
AXL	0.531
NOS2	0.532
NOS2	0.532
JUN	0.534
JUN	0.534
NLRP3	0.534
NLRP3	0.534
SELE	0.535
SELE	0.535
MUC1	0.536
MUC1	0.536
CD14	0.537
CD14	0.537
SERPINB7	0.539
SERPINB7	0.539
PDCD1	0.539
PDCD1	0.539
CCR3	0.54
CCR3	0.54
IL17RA	0.543
IL17RA	0.543
CCL24	0.543
CCL24	0.543
ETS1	0.543
ETS1	0.543
SERPINB2	0.543
SERPINB2	0.543
CASP1	0.549
CASP1	0.549
TNFRSF4	0.55
TNFRSF4	0.55
RNASE3	0.554
RNASE3	0.554
DCT	0.555
DCT	0.555
DDX53	0.556
DDX53	0.556
NELFCD	0.556
NELFCD	0.556
FASLG	0.557
FASLG	0.557
CD58	0.557
CD58	0.557
CTAG1B	0.558
CTAG1B	0.558
CTAG1A	0.559
CTAG1A	0.559
BCL2L11	0.559
BCL2L11	0.559
CCL19	0.56
CCL19	0.56
RUNX2	0.562
RUNX2	0.562
MOG	0.563
MOG	0.563
SERPINB5	0.567
SERPINB5	0.567
ABCG1	0.569
ABCG1	0.569
MYB	0.57
MYB	0.57
TNFSF11	0.57
TNFSF11	0.57
FCGR1A	0.57
FCGR1A	0.57
FN1	0.57
FN1	0.57
STAT6	0.571
STAT6	0.571
CD207	0.571
CD207	0.571
CXCL11	0.573
CXCL11	0.573
PDCD5	0.58
PDCD5	0.58
ENSG00000255819	0.581
ENSG00000255819	0.581
GPR29	0.582
GPR29	0.582
IL1R1	0.583
IL1R1	0.583
CMKBR6	0.583
CMKBR6	0.583
INS	0.584
INS	0.584
CCL8	0.587
CCL8	0.587
TNFRSF9	0.59
TNFRSF9	0.59
IFNB1	0.59
IFNB1	0.59
IL16	0.59
IL16	0.59
CD163	0.59
CD163	0.59
CXCR4	0.591
CXCR4	0.591
CD44	0.592
CD44	0.592
ARG1	0.597
ARG1	0.597
MMP9	0.597
MMP9	0.597
CCRL2	0.599
CCRL2	0.599
CLEC7A	0.602
CLEC7A	0.602
CNTFR	0.616
CNTFR	0.616
SDC1	0.618
SDC1	0.618
HLA-G	0.625
HLA-G	0.625
IFNLR1	0.629
IFNLR1	0.629
PRF1	0.63
PRF1	0.63
FCGR2B	0.633
FCGR2B	0.633
CD276	0.633
CD276	0.633
ZBTB46	0.638
ZBTB46	0.638
IL22	0.64
IL22	0.64
NCAM1	0.642
NCAM1	0.642
CYBB	0.642
CYBB	0.642
ELAVL1	0.643
ELAVL1	0.643
TSLP	0.644
TSLP	0.644
EDN1	0.644
EDN1	0.644
EMR1	0.645
EMR1	0.645
IDO1	0.647
IDO1	0.647
TLR10	0.65
TLR10	0.65
IL20RA	0.652
IL20RA	0.652
IL20RB	0.653
IL20RB	0.653
MYD88	0.66
MYD88	0.66
PMEL	0.66
PMEL	0.66
IL11RA	0.661
IL11RA	0.661
TLR6	0.661
TLR6	0.661
IL13RA2	0.664
IL13RA2	0.664
IL22RA2	0.665
IL22RA2	0.665
IL13RA1	0.665
IL13RA1	0.665
TLR8	0.668
TLR8	0.668
TLR5	0.669
TLR5	0.669
CXCL12	0.669
CXCL12	0.669
SOCS1	0.669
SOCS1	0.669
LEPR	0.67
LEPR	0.67
DDX41	0.671
DDX41	0.671
IL17F	0.671
IL17F	0.671
CD209	0.674
CD209	0.674
RGMA	0.674
RGMA	0.674
LTA	0.677
LTA	0.677
TLR7	0.677
TLR7	0.677
ENSG00000173366	0.683
ENSG00000173366	0.683
MLANA	0.686
MLANA	0.686
PRLR	0.689
PRLR	0.689
IL6ST	0.689
IL6ST	0.689
GHR	0.69
GHR	0.69
LEP	0.692
LEP	0.692
CD19	0.693
CD19	0.693
CCL4L1	0.694
CCL4L1	0.694
CCL7	0.694
CCL7	0.694
IRF4	0.695
IRF4	0.695
MYC	0.698
MYC	0.698
CD274	0.7
CD274	0.7
PTPRC	0.705
PTPRC	0.705
CXCL9	0.709
CXCL9	0.709
CXCL2	0.71
CXCL2	0.71
IL21R	0.712
IL21R	0.712
CRLF2	0.712
CRLF2	0.712
TLR9	0.715
TLR9	0.715
IFNAR2	0.715
IFNAR2	0.715
CD28	0.716
CD28	0.716
CCL20	0.718
CCL20	0.718
MAPK8	0.719
MAPK8	0.719
IFNGR1	0.72
IFNGR1	0.72
FOXP3	0.723
FOXP3	0.723
CD40LG	0.726
CD40LG	0.726
CXCR3	0.732
CXCR3	0.732
CTLA4	0.739
CTLA4	0.739
IL12RB1	0.748
IL12RB1	0.748
TLR4	0.751
TLR4	0.751
PTGS2	0.757
PTGS2	0.757
FLT3LG	0.758
FLT3LG	0.758
AKT1	0.762
AKT1	0.762
CCL4	0.765
CCL4	0.765
PDCD1LG2	0.775
PDCD1LG2	0.775
MPL	0.78
MPL	0.78
MRC1	0.782
MRC1	0.782
VEGFA	0.785
VEGFA	0.785
IL4R	0.787
IL4R	0.787
CD34	0.789
CD34	0.789
IL6R	0.79
IL6R	0.79
CXCL1	0.791
CXCL1	0.791
CCL3	0.793
CCL3	0.793
IL7R	0.799
IL7R	0.799
TLR1	0.801
TLR1	0.801
CD83	0.802
CD83	0.802
IL23R	0.809
IL23R	0.809
IL33	0.81
IL33	0.81
CXCL10	0.811
CXCL10	0.811
CCL11	0.83
CCL11	0.83
CD1E	0.842
CD1E	0.842
CD1D	0.842
CD1D	0.842
CD1B	0.843
CD1B	0.843
ITGAX	0.857
ITGAX	0.857
CCL5	0.858
CCL5	0.858
CD1C	0.859
CD1C	0.859
SOCS6	0.866
SOCS6	0.866
IL17A	0.869
IL17A	0.869
IL13	0.871
IL13	0.871
ITGAM	0.872
ITGAM	0.872
CSF1	0.873
CSF1	0.873
CSF3R	0.873
CSF3R	0.873
CD40	0.887
CD40	0.887
CBFB	0.9
CBFB	0.9
PRKACG	0.9
PRKACG	0.9
PRKACB	0.9
PRKACB	0.9
PRKACA	0.9
PRKACA	0.9
INPPL1	0.904
INPPL1	0.904
YWHAZ	0.906
YWHAZ	0.906
CXCL8	0.906
CXCL8	0.906
PIK3R1	0.906
PIK3R1	0.906
SOS1	0.907
SOS1	0.907
PIK3CD	0.907
PIK3CD	0.907
CD86	0.911
CD86	0.911
PTPN6	0.914
PTPN6	0.914
GAB2	0.915
GAB2	0.915
RUNX1	0.918
RUNX1	0.918
INPP5D	0.919
INPP5D	0.919
SHC1	0.925
SHC1	0.925
GRB2	0.926
GRB2	0.926
IKBKB	0.928
IKBKB	0.928
ITGB1	0.932
ITGB1	0.932
NRAS	0.932
NRAS	0.932
IL2RG	0.933
IL2RG	0.933
STAT2	0.935
STAT2	0.935
LYN	0.939
LYN	0.939
JAK3	0.945
JAK3	0.945
HRAS	0.945
HRAS	0.945
SYK	0.949
SYK	0.949
JAK1	0.95
JAK1	0.95
TNF	0.956
TNF	0.956
IL6	0.959
IL6	0.959
IL5RA	0.96
IL5RA	0.96
STAT1	0.962
STAT1	0.962
JAK2	0.962
JAK2	0.962
SDC2	0.967
SDC2	0.967
PTPN11	0.969
PTPN11	0.969
IL3RA	0.972
IL3RA	0.972
IL2RA	0.977
IL2RA	0.977
STAT5A	0.981
STAT5A	0.981
IL10	0.993
IL10	0.993
CSF2RB	0.996
CSF2RB	0.996
CSF2RA	0.996
CSF2RA	0.996
CX3CL1	0.628
CX3CL1	0.628
CD4	0.406
CD4	0.406
ICAM3	0.474
ICAM3	0.474
TNFRSF1A	0.559
TNFRSF1A	0.559
TBX21	0.598
TBX21	0.598
MRPL28	0.468
MRPL28	0.468
LAG3	0.477
LAG3	0.477
THPO	0.706
THPO	0.706
MZF1	0.467
MZF1	0.467
MIF	0.448
MIF	0.448
OSM	0.685
OSM	0.685
MAPK1	0.952
MAPK1	0.952
IL2RB	0.94
IL2RB	0.94
GZMB	0.585
GZMB	0.585
NFKBIA	0.43
NFKBIA	0.43
TIMP1	0.537
TIMP1	0.537
MMP2	0.447
MMP2	0.447
CCL22	0.649
CCL22	0.649
CCL17	0.654
CCL17	0.654
DECR1	0.494
DECR1	0.494
RELB	0.484
RELB	0.484
TGFB1	0.51
TGFB1	0.51
CEACAM5	0.51
CEACAM5	0.51
EPOR	0.796
EPOR	0.796
PIK3R2	0.902
PIK3R2	0.902
HGF	0.551
HGF	0.551
SERPINE1	0.434
SERPINE1	0.434
MPO	0.595
MPO	0.595
EPX	0.54
EPX	0.54
CSF3	0.931
CSF3	0.931
CCL2	0.913
CCL2	0.913
CCL1	0.56
CCL1	0.56
CCL13	0.471
CCL13	0.471
CD38	0.549
CD38	0.549
CXCL6	0.472
CXCL6	0.472
IL2	0.994
IL2	0.994
SPI1	0.746
SPI1	0.746
CCND1	0.608
CCND1	0.608
IL10RA	0.769
IL10RA	0.769
YBX3	0.469
YBX3	0.469
KITLG	0.871
KITLG	0.871
CD69	0.793
CD69	0.793
SELPLG	0.544
SELPLG	0.544
IL23A	0.576
IL23A	0.576
IFNG	0.815
IFNG	0.815
GAPDH	0.635
GAPDH	0.635
KLRB1	0.421
KLRB1	0.421
MAPK14	0.458
MAPK14	0.458
HBEGF	0.668
HBEGF	0.668
IL12B	0.495
IL12B	0.495
IL4	0.921
IL4	0.921
IL5	0.989
IL5	0.989
PRTN3	0.422
PRTN3	0.422
SELL	0.658
SELL	0.658
DUSP1	0.58
DUSP1	0.58
EGR1	0.597
EGR1	0.597
KLRK1	0.581
KLRK1	0.581
TNFSF10	0.448
TNFSF10	0.448
FLT3	0.726
FLT3	0.726
BATF3	0.492
BATF3	0.492
PI3	0.414
PI3	0.414
IL9R	0.684
IL9R	0.684
CEACAM8	0.451
CEACAM8	0.451
TREM1	0.474
TREM1	0.474
IRF1	0.476
IRF1	0.476
TNFSF9	0.484
TNFSF9	0.484
CD70	0.457
CD70	0.457
CCR7	0.679
CCR7	0.679
LIF	0.606
LIF	0.606
ALDH1A2	0.582
ALDH1A2	0.582
CD68	0.598
CD68	0.598
CLEC11A	0.42
CLEC11A	0.42
EPO	0.791
EPO	0.791
CRP	0.559
CRP	0.559
KRAS	0.941
KRAS	0.941
FOLH1	0.418
FOLH1	0.418
PDGFRA	0.672
PDGFRA	0.672
NT5E	0.434
NT5E	0.434
IL36G	0.487
IL36G	0.487
IL1RN	0.576
IL1RN	0.576
IL36A	0.41
IL36A	0.41
IL36B	0.441
IL36B	0.441
CCL21	0.557
CCL21	0.557
CCL27	0.532
CCL27	0.532
POU5F1	0.516
POU5F1	0.516
TLR2	0.833
TLR2	0.833
IRAK3	0.594
IRAK3	0.594
CDH1	0.43
CDH1	0.43
PDGFRB	0.73
PDGFRB	0.73
SMAD7	0.508
SMAD7	0.508
CD33	0.648
CD33	0.648
IL12RB2	0.684
IL12RB2	0.684
CREBBP	0.918
CREBBP	0.918
ITGA2B	0.42
ITGA2B	0.42
PIK3R3	0.9
PIK3R3	0.9
MAPK3	0.953
MAPK3	0.953
ITGAE	0.817
ITGAE	0.817
TYR	0.508
TYR	0.508
IL37	0.609
IL37	0.609
IL1A	0.868
IL1A	0.868
IL1B	0.891
IL1B	0.891
IL27RA	0.705
IL27RA	0.705
LIFR	0.663
LIFR	0.663
LY75	0.64
LY75	0.64
IFIH1	0.42
IFIH1	0.42
SELP	0.479
SELP	0.479
IL7	0.895
IL7	0.895
KDR	0.686
KDR	0.686
PIK3CA	0.905
PIK3CA	0.905
CD80	0.916
CD80	0.916
IL21	0.562
IL21	0.562
FGF2	0.675
FGF2	0.675
IL11	0.672
IL11	0.672
CASC3	0.416
CASC3	0.416
STAT3	0.979
STAT3	0.979
ITGA9	0.9
ITGA9	0.9
ICAM1	0.734
ICAM1	0.734
EGF	0.782
EGF	0.782
ITIH4	0.441
ITIH4	0.441
CD27	0.519
CD27	0.519
FGF7	0.518
FGF7	0.518
HDC	0.535
HDC	0.535
BCL2A1	0.602
BCL2A1	0.602
MFGE8	0.578
MFGE8	0.578
IRF8	0.726
IRF8	0.726
SPG7	0.404
SPG7	0.404
TP53	0.535
TP53	0.535
ERBB2	0.56
ERBB2	0.56
IFNAR1	0.776
IFNAR1	0.776
IL22RA1	0.705
IL22RA1	0.705
FCGR2A	0.633
FCGR2A	0.633
OSMR	0.639
OSMR	0.639
IL9	0.8
IL9	0.8
EGFR	0.874
EGFR	0.874
IFNA1	0.796
IFNA1	0.796
NOTCH1	0.447
NOTCH1	0.447
IL18	0.747
IL18	0.747
TJP1	0.529
TJP1	0.529
TNFSF4	0.556
TNFSF4	0.556
ZSCAN1	0.454
ZSCAN1	0.454
FLT1	0.646
FLT1	0.646
THY1	0.52
THY1	0.52
CSF1R	0.793
CSF1R	0.793
CXCL13	0.518
CXCL13	0.518
PPARG	0.642
PPARG	0.642
KIT	0.802
KIT	0.802
PIK3CB	0.904
PIK3CB	0.904
CD1A	0.84
CD1A	0.84
IL10RB	0.706
IL10RB	0.706
IFNGR2	0.684
IFNGR2	0.684
S100B	0.42
S100B	0.42
KIR3DL3	0.459
KIR3DL3	0.459
NCR1	0.513
NCR1	0.513
CXCR5	0.417
CXCR5	0.417
CCR2	0.618
CCR2	0.618
CCR5	0.593
CCR5	0.593
STAT5B	0.981
STAT5B	0.981
CXCL16	0.432
CXCL16	0.432
VCAM1	0.63
VCAM1	0.63
REL	0.582
REL	0.582
PROK2	0.529
PROK2	0.529
CXCR1	0.43
CXCR1	0.43
ALB	0.723
ALB	0.723
CXCL3	0.602
CXCL3	0.602
CXCL5	0.809
CXCL5	0.809
PPBP	0.581
PPBP	0.581
PF4	0.482
PF4	0.482
CCR1	0.482
CCR1	0.482
CAMP	0.473
CAMP	0.473
ANXA5	0.626
ANXA5	0.626
IL15	0.814
IL15	0.814
F2RL1	0.479
F2RL1	0.479
CARTPT	0.453
CARTPT	0.453
TLR3	0.806
TLR3	0.806
IL3	0.995
IL3	0.995
