interactor	score
ENSG00000273637	0.563
IGF1	0.564
IGF1	0.564
IL17RA	0.566
IL17RA	0.566
NGF	0.566
NGF	0.566
KLRK1	0.568
KLRK1	0.568
ENSG00000255819	0.568
ENSG00000255819	0.568
ALDH1A2	0.569
ALDH1A2	0.569
IL25	0.569
IL25	0.569
CX3CR1	0.57
CX3CR1	0.57
TCHH	0.571
TCHH	0.571
LY75	0.572
LY75	0.572
GCSAM	0.572
GCSAM	0.572
IRF8	0.573
IRF8	0.573
LILRB2	0.574
LILRB2	0.574
CR2	0.574
CR2	0.574
NPRL2	0.574
NPRL2	0.574
SYK	0.575
SYK	0.575
CXCL11	0.575
CXCL11	0.575
CXCL5	0.575
CXCL5	0.575
CASP1	0.578
CASP1	0.578
EMR1	0.579
EMR1	0.579
SPN	0.58
SPN	0.58
GATA2	0.58
GATA2	0.58
MERTK	0.581
MERTK	0.581
IL18BP	0.581
IL18BP	0.581
TNFRSF18	0.581
TNFRSF18	0.581
FLT1	0.582
FLT1	0.582
CXCL13	0.582
CXCL13	0.582
TCF3	0.582
TCF3	0.582
KLF2	0.582
KLF2	0.582
CNR1	0.582
CNR1	0.582
IFNB1	0.583
IFNB1	0.583
LEP	0.585
LEP	0.585
OPRM1	0.586
OPRM1	0.586
FLT3LG	0.586
FLT3LG	0.586
PTGDR2	0.587
PTGDR2	0.587
CXCL12	0.588
CXCL12	0.588
FCER2	0.588
FCER2	0.588
CD79B	0.589
CD79B	0.589
MAPK8	0.591
MAPK8	0.591
FGF2	0.591
FGF2	0.591
CLEC7A	0.592
CLEC7A	0.592
RNASE3	0.592
RNASE3	0.592
KDR	0.593
KDR	0.593
CCL15	0.593
CCL15	0.593
FOXO1	0.593
FOXO1	0.593
TGM2	0.593
TGM2	0.593
ICOSL	0.594
ICOSL	0.594
B7RP1	0.594
B7RP1	0.594
MTOR	0.595
MTOR	0.595
MBP	0.596
MBP	0.596
CCL8	0.596
CCL8	0.596
PTGS1	0.596
PTGS1	0.596
ANXA5	0.599
ANXA5	0.599
MAP2K1	0.603
MAP2K1	0.603
CD2	0.606
CD2	0.606
MMP7	0.606
MMP7	0.606
CXCL2	0.607
CXCL2	0.607
CNTFR	0.607
CNTFR	0.607
CCL23	0.61
CCL23	0.61
CTSB	0.61
CTSB	0.61
LAMTOR5	0.611
LAMTOR5	0.611
KDM6B	0.612
KDM6B	0.612
GFI1	0.613
GFI1	0.613
DCSTAMP	0.613
DCSTAMP	0.613
MS4A2	0.615
MS4A2	0.615
CHIT1	0.617
CHIT1	0.617
CD46	0.618
CD46	0.618
MAP2K7	0.618
MAP2K7	0.618
PTPN11	0.619
PTPN11	0.619
BCL2L11	0.624
BCL2L11	0.624
CTGF	0.625
CTGF	0.625
PRDM1	0.625
PRDM1	0.625
ACP5	0.627
ACP5	0.627
SERPINB7	0.628
SERPINB7	0.628
SERPINB8	0.628
SERPINB8	0.628
RRAGD	0.629
RRAGD	0.629
RRAGC	0.629
RRAGC	0.629
EGF	0.63
EGF	0.63
CCL20	0.63
CCL20	0.63
CLEC4E	0.632
CLEC4E	0.632
MPL	0.633
MPL	0.633
F3	0.633
F3	0.633
LAMTOR1	0.634
LAMTOR1	0.634
RORC	0.634
RORC	0.634
IL16	0.634
IL16	0.634
LAMTOR2	0.635
LAMTOR2	0.635
VTCN1	0.635
VTCN1	0.635
VIP	0.638
VIP	0.638
RPTOR	0.64
RPTOR	0.64
IL1RN	0.641
IL1RN	0.641
CD34	0.641
CD34	0.641
FASLG	0.642
FASLG	0.642
CDH1	0.642
CDH1	0.642
IL31	0.642
IL31	0.642
THBD	0.642
THBD	0.642
POMC	0.644
POMC	0.644
IL1R1	0.645
IL1R1	0.645
ITGAE	0.645
ITGAE	0.645
SERPINB5	0.645
SERPINB5	0.645
IL11	0.648
IL11	0.648
MMP9	0.648
MMP9	0.648
CD27	0.649
CD27	0.649
IL20RB	0.65
IL20RB	0.65
CYBB	0.651
CYBB	0.651
C5AR1	0.651
C5AR1	0.651
CLEC10A	0.655
CLEC10A	0.655
HAND2	0.657
HAND2	0.657
CCL7	0.657
CCL7	0.657
IL22RA2	0.66
IL22RA2	0.66
NOS2	0.66
NOS2	0.66
PDGFRA	0.66
PDGFRA	0.66
HSPA4	0.663
HSPA4	0.663
AKT1	0.664
AKT1	0.664
CCRL2	0.668
CCRL2	0.668
TNFSF13B	0.668
TNFSF13B	0.668
MOG	0.668
MOG	0.668
CRP	0.669
CRP	0.669
CXCR5	0.669
CXCR5	0.669
CCL24	0.669
CCL24	0.669
GPR29	0.669
GPR29	0.669
PRLR	0.67
PRLR	0.67
TLR8	0.67
TLR8	0.67
GHR	0.67
GHR	0.67
IFNA1	0.67
IFNA1	0.67
TLR5	0.671
TLR5	0.671
FCGR2A	0.671
FCGR2A	0.671
FCGR2B	0.671
FCGR2B	0.671
MYD88	0.672
MYD88	0.672
IL36RN	0.672
IL36RN	0.672
IL20RA	0.672
IL20RA	0.672
OSMR	0.672
OSMR	0.672
CD274	0.673
CD274	0.673
TLR1	0.674
TLR1	0.674
LGALS3	0.674
LGALS3	0.674
NCAM1	0.675
NCAM1	0.675
CIITA	0.675
CIITA	0.675
TNFSF4	0.676
TNFSF4	0.676
CD44	0.676
CD44	0.676
MMP12	0.676
MMP12	0.676
TLR10	0.676
TLR10	0.676
CD163	0.676
CD163	0.676
TLR6	0.677
TLR6	0.677
IFNLR1	0.677
IFNLR1	0.677
LIFR	0.678
LIFR	0.678
ENSG00000173366	0.678
ENSG00000173366	0.678
IL11RA	0.68
IL11RA	0.68
CXCR3	0.681
CXCR3	0.681
CD68	0.681
CD68	0.681
CCR3	0.684
CCR3	0.684
TP53	0.685
TP53	0.685
MMP1	0.685
MMP1	0.685
NFAT5	0.687
NFAT5	0.687
ALB	0.687
ALB	0.687
CCR9	0.688
CCR9	0.688
PDGFRB	0.689
PDGFRB	0.689
BATF	0.691
BATF	0.691
CCL4L1	0.692
CCL4L1	0.692
CSF2RB	0.693
CSF2RB	0.693
CSF3R	0.694
CSF3R	0.694
NOTCH1	0.695
NOTCH1	0.695
BDNF	0.695
BDNF	0.695
SERPINB2	0.7
SERPINB2	0.7
TLR7	0.703
TLR7	0.703
CXCL1	0.704
CXCL1	0.704
LEPR	0.704
LEPR	0.704
TLR3	0.705
TLR3	0.705
CD1A	0.705
CD1A	0.705
IL22	0.709
IL22	0.709
MYC	0.71
MYC	0.71
CD200R1	0.712
CD200R1	0.712
IL17F	0.712
IL17F	0.712
IL6ST	0.712
IL6ST	0.712
HAVCR2	0.713
HAVCR2	0.713
CD200	0.713
CD200	0.713
LTA	0.715
LTA	0.715
IFNGR2	0.72
IFNGR2	0.72
PTPRC	0.721
PTPRC	0.721
CD1E	0.722
CD1E	0.722
FAS	0.724
FAS	0.724
FLG	0.725
FLG	0.725
KIT	0.725
KIT	0.725
IL17RB	0.725
IL17RB	0.725
FOS	0.726
FOS	0.726
VEGFA	0.726
VEGFA	0.726
IL19	0.729
IL19	0.729
ACKR2	0.729
ACKR2	0.729
CSF2RA	0.731
CSF2RA	0.731
TNFRSF8	0.731
TNFRSF8	0.731
TLR9	0.732
TLR9	0.732
FCGR1A	0.732
FCGR1A	0.732
STAT4	0.735
STAT4	0.735
DDX41	0.736
DDX41	0.736
TNFSF11	0.736
TNFSF11	0.736
CD1B	0.736
CD1B	0.736
SELL	0.737
SELL	0.737
IL22RA1	0.74
IL22RA1	0.74
IL1RL1	0.741
IL1RL1	0.741
CD1C	0.741
CD1C	0.741
IL21	0.742
IL21	0.742
SELE	0.743
SELE	0.743
CCL4	0.745
CCL4	0.745
CCL3	0.747
CCL3	0.747
CXCR4	0.749
CXCR4	0.749
THY1	0.751
THY1	0.751
SELP	0.751
SELP	0.751
CCL18	0.751
CCL18	0.751
CSF1	0.752
CSF1	0.752
MUC5AC	0.757
MUC5AC	0.757
IL27RA	0.757
IL27RA	0.757
IL10RB	0.758
IL10RB	0.758
CD83	0.764
CD83	0.764
IFNAR1	0.766
IFNAR1	0.766
IFNAR2	0.766
IFNAR2	0.766
CD19	0.768
CD19	0.768
EGFR	0.778
EGFR	0.778
IL9R	0.78
IL9R	0.78
CCL26	0.784
CCL26	0.784
BCL6	0.784
BCL6	0.784
IFNGR1	0.784
IFNGR1	0.784
IL5RA	0.785
IL5RA	0.785
CD276	0.791
CD276	0.791
INS	0.793
INS	0.793
CMKBR6	0.793
CMKBR6	0.793
TNFRSF4	0.794
TNFRSF4	0.794
NELFCD	0.794
NELFCD	0.794
PDCD1LG2	0.796
PDCD1LG2	0.796
CCR5	0.797
CCR5	0.797
ITGAM	0.799
ITGAM	0.799
SOCS3	0.799
SOCS3	0.799
CXCL10	0.799
CXCL10	0.799
CD5	0.799
CD5	0.799
PTGS2	0.8
PTGS2	0.8
PRF1	0.801
PRF1	0.801
CCR2	0.805
CCR2	0.805
EOMES	0.806
EOMES	0.806
CD1D	0.806
CD1D	0.806
RETNLB	0.807
RETNLB	0.807
CCL5	0.811
CCL5	0.811
IDO1	0.812
IDO1	0.812
IL3RA	0.813
IL3RA	0.813
IL6R	0.816
IL6R	0.816
CCR7	0.818
CCR7	0.818
STAT1	0.821
STAT1	0.821
NFATC2	0.823
NFATC2	0.823
IL21R	0.827
IL21R	0.827
IL23R	0.832
IL23R	0.832
CXCL9	0.834
CXCL9	0.834
CD209	0.835
CD209	0.835
IL3	0.84
IL3	0.84
TLR2	0.842
TLR2	0.842
IL13RA2	0.85
IL13RA2	0.85
IL7	0.86
IL7	0.86
IRF4	0.86
IRF4	0.86
CD40	0.861
CD40	0.861
VCAM1	0.861
VCAM1	0.861
ICAM1	0.862
ICAM1	0.862
IL4I1	0.864
IL4I1	0.864
CD86	0.869
CD86	0.869
TLR4	0.876
TLR4	0.876
TSLP	0.878
TSLP	0.878
MRC1	0.878
MRC1	0.878
CRLF2	0.879
CRLF2	0.879
ITGAX	0.88
ITGAX	0.88
IL33	0.881
IL33	0.881
LAMA5	0.9
LAMA5	0.9
CD80	0.901
CD80	0.901
IL15	0.902
IL15	0.902
FES	0.906
FES	0.906
MAOA	0.907
MAOA	0.907
CBL	0.911
CBL	0.911
F13A1	0.912
F13A1	0.912
IL7R	0.912
IL7R	0.912
ARG1	0.913
ARG1	0.913
CD40LG	0.914
CD40LG	0.914
CD28	0.914
CD28	0.914
HSPA8	0.914
HSPA8	0.914
CD36	0.914
CD36	0.914
ATF2	0.915
ATF2	0.915
IL9	0.918
IL9	0.918
CTLA4	0.92
CTLA4	0.92
COL1A2	0.92
COL1A2	0.92
CSF2	0.921
CSF2	0.921
PTPN6	0.923
PTPN6	0.923
ANXA1	0.925
ANXA1	0.925
INPP5D	0.926
INPP5D	0.926
ETS1	0.926
ETS1	0.926
DOK2	0.927
DOK2	0.927
PIK3R1	0.927
PIK3R1	0.927
GRB2	0.928
GRB2	0.928
FOXP3	0.929
FOXP3	0.929
IL2RA	0.93
IL2RA	0.93
PIK3CA	0.931
PIK3CA	0.931
JUNB	0.932
JUNB	0.932
GATA3	0.937
GATA3	0.937
RELA	0.942
RELA	0.942
IL12RB2	0.943
IL12RB2	0.943
SOCS5	0.945
SOCS5	0.945
ALOX5	0.945
ALOX5	0.945
CCL11	0.946
CCL11	0.946
IL12A	0.95
IL12A	0.95
IL17A	0.951
IL17A	0.951
NFATC1	0.952
NFATC1	0.952
SHC1	0.953
SHC1	0.953
JUN	0.954
JUN	0.954
JAK2	0.954
JAK2	0.954
FN1	0.954
FN1	0.954
IL5	0.957
IL5	0.957
IRS2	0.961
IRS2	0.961
IRS1	0.963
IRS1	0.963
JAK3	0.965
JAK3	0.965
TYK2	0.969
TYK2	0.969
IL13	0.971
IL13	0.971
IL1A	0.972
IL1A	0.972
IL10	0.972
IL10	0.972
ALOX15	0.972
ALOX15	0.972
IL12RB1	0.973
IL12RB1	0.973
SOCS1	0.976
SOCS1	0.976
JAK1	0.978
JAK1	0.978
STAT5B	0.978
STAT5B	0.978
MAF	0.979
MAF	0.979
STAT5A	0.98
STAT5A	0.98
STAT3	0.98
STAT3	0.98
IL18	0.986
IL18	0.986
IL1B	0.991
IL1B	0.991
TNF	0.992
TNF	0.992
CXCL8	0.992
CXCL8	0.992
IL13RA1	0.992
IL13RA1	0.992
IL6	0.996
IL6	0.996
IL2RG	0.996
IL2RG	0.996
STAT6	0.997
STAT6	0.997
IL4R	0.999
IL4R	0.999
CFTR	0.567
CFTR	0.567
CX3CL1	0.76
CX3CL1	0.76
CD4	0.627
CD4	0.627
ICAM3	0.491
ICAM3	0.491
TNFRSF1A	0.581
TNFRSF1A	0.581
TBX21	0.908
TBX21	0.908
LAG3	0.534
LAG3	0.534
SIRT1	0.557
SIRT1	0.557
MIF	0.511
MIF	0.511
OSM	0.495
OSM	0.495
MAPK1	0.55
MAPK1	0.55
XBP1	0.864
XBP1	0.864
HMOX1	0.945
HMOX1	0.945
IL2RB	0.828
IL2RB	0.828
GZMB	0.669
GZMB	0.669
TIMP1	0.557
TIMP1	0.557
CCL22	0.98
CCL22	0.98
CCL17	0.858
CCL17	0.858
TSC2	0.532
TSC2	0.532
GABPB1	0.8
GABPB1	0.8
DECR1	0.501
DECR1	0.501
RETN	0.538
RETN	0.538
TGFB1	0.7
TGFB1	0.7
EPOR	0.685
EPOR	0.685
HGF	0.695
HGF	0.695
MPO	0.609
MPO	0.609
EPX	0.589
EPX	0.589
CSF3	0.868
CSF3	0.868
RPS6KB1	0.476
RPS6KB1	0.476
CCL2	0.991
CCL2	0.991
CCL1	0.723
CCL1	0.723
CCL13	0.707
CCL13	0.707
CD38	0.579
CD38	0.579
IL2	0.964
IL2	0.964
SPI1	0.556
SPI1	0.556
CCND1	0.614
CCND1	0.614
IL10RA	0.828
IL10RA	0.828
KITLG	0.652
KITLG	0.652
CD69	0.753
CD69	0.753
IL23A	0.608
IL23A	0.608
IL26	0.476
IL26	0.476
IFNG	0.921
IFNG	0.921
GAPDH	0.67
GAPDH	0.67
AICDA	0.743
AICDA	0.743
KLRB1	0.56
KLRB1	0.56
MAPK14	0.962
MAPK14	0.962
IL12B	0.946
IL12B	0.946
