interactor	score
MAPK7	0.657
MAPK7	0.657
CASP3	0.737
CASP3	0.737
VEGFB	0.958
VEGFB	0.958
PTPN2	0.913
PTPN2	0.913
LEP	0.867
LEP	0.867
HNRNPD	0.717
HNRNPD	0.717
SPHK1	0.671
SPHK1	0.671
PAK2	0.904
PAK2	0.904
ANGPT2	0.952
ANGPT2	0.952
CLU	0.962
CLU	0.962
PLXND1	0.713
PLXND1	0.713
MET	0.929
MET	0.929
NCL	0.653
NCL	0.653
EZH2	0.685
EZH2	0.685
PKM	0.638
PKM	0.638
SERPINF2	0.917
SERPINF2	0.917
FGF13	0.881
FGF13	0.881
MMP1	0.832
MMP1	0.832
A2M	0.926
A2M	0.926
STK11	0.724
STK11	0.724
SEMA6D	0.593
SEMA6D	0.593
PGR	0.63
PGR	0.63
BGN	0.703
BGN	0.703
CSF1	0.799
CSF1	0.799
SP1	0.733
SP1	0.733
PDGFB	0.988
PDGFB	0.988
WT1	0.709
WT1	0.709
FES	0.919
FES	0.919
SELE	0.82
SELE	0.82
TBX1	0.925
TBX1	0.925
GAS6	0.934
GAS6	0.934
CFD	0.923
CFD	0.923
SMAD3	0.743
SMAD3	0.743
BSG	0.724
BSG	0.724
F3	0.814
F3	0.814
UNC5B	0.635
UNC5B	0.635
PTPRB	0.595
PTPRB	0.595
HSP90AA1	0.974
HSP90AA1	0.974
ANG	0.732
ANG	0.732
ATF4	0.734
ATF4	0.734
FGG	0.907
FGG	0.907
SIRT6	0.593
SIRT6	0.593
CAV1	0.78
CAV1	0.78
PLAUR	0.63
PLAUR	0.63
FGFR3	0.894
FGFR3	0.894
MEF2C	0.654
MEF2C	0.654
PTPN11	0.944
PTPN11	0.944
PTN	0.685
PTN	0.685
PTK2	0.963
PTK2	0.963
SMAD4	0.774
SMAD4	0.774
ERBB4	0.804
ERBB4	0.804
FOXM1	0.778
FOXM1	0.778
PTGES	0.653
PTGES	0.653
ESR2	0.671
ESR2	0.671
CDH5	0.988
CDH5	0.988
IL17A	0.826
IL17A	0.826
CTNNB1	0.979
CTNNB1	0.979
CTSL	0.635
CTSL	0.635
E2F1	0.599
E2F1	0.599
CTSB	0.696
CTSB	0.696
ANXA2	0.681
ANXA2	0.681
PDGFA	0.668
PDGFA	0.668
FYN	0.941
FYN	0.941
FN1	0.988
FN1	0.988
OCLN	0.766
OCLN	0.766
COL18A1	0.884
COL18A1	0.884
RET	0.741
RET	0.741
ADAM33	0.611
ADAM33	0.611
PTGER3	0.642
PTGER3	0.642
ACTB	0.604
ACTB	0.604
TOR4A	0.9
TOR4A	0.9
COPS5	0.918
COPS5	0.918
EPHA2	0.882
EPHA2	0.882
ARNT	0.977
ARNT	0.977
ELN	0.649
ELN	0.649
MYOF	0.916
MYOF	0.916
CD2AP	0.923
CD2AP	0.923
DNMT1	0.642
DNMT1	0.642
F8	0.938
F8	0.938
MYLK	0.61
MYLK	0.61
NRP2	0.998
NRP2	0.998
DPP4	0.643
DPP4	0.643
STAT1	0.749
STAT1	0.749
ZEB1	0.711
ZEB1	0.711
MTOR	0.873
MTOR	0.873
CXCL9	0.784
CXCL9	0.784
SUCNR1	0.595
SUCNR1	0.595
SCCPDH	0.9
SCCPDH	0.9
EGLN1	0.801
EGLN1	0.801
AGT	0.591
AGT	0.591
ACTA1	0.933
ACTA1	0.933
LEFTY2	0.918
LEFTY2	0.918
TGFB2	0.953
TGFB2	0.953
VIP	0.703
VIP	0.703
PTGS2	0.918
PTGS2	0.918
QSOX1	0.906
QSOX1	0.906
F5	0.921
F5	0.921
ATF6	0.598
ATF6	0.598
CTGF	0.925
CTGF	0.925
NES	0.743
NES	0.743
BGLAP	0.656
BGLAP	0.656
SEMA4A	0.593
SEMA4A	0.593
HEY2	0.686
HEY2	0.686
S100A4	0.687
S100A4	0.687
SEMA6C	0.59
SEMA6C	0.59
MCL1	0.773
MCL1	0.773
NHLRC2	0.9
NHLRC2	0.9
NGF	0.891
NGF	0.891
SLC16A4	0.64
SLC16A4	0.64
PI4K2A	0.593
PI4K2A	0.593
DNTT	0.64
DNTT	0.64
JUN	0.983
JUN	0.983
RUNX2	0.806
RUNX2	0.806
PTEN	0.839
PTEN	0.839
MMP9	0.989
MMP9	0.989
ABL1	0.694
ABL1	0.694
TIE1	0.723
TIE1	0.723
PLAU	0.675
PLAU	0.675
LCN2	0.685
LCN2	0.685
APOOL	0.9
APOOL	0.9
ENG	0.858
ENG	0.858
SRC	0.987
SRC	0.987
DKK1	0.722
DKK1	0.722
TLR4	0.819
TLR4	0.819
ALOX5	0.658
ALOX5	0.658
EPHB2	0.596
EPHB2	0.596
KLF4	0.712
KLF4	0.712
AR	0.742
AR	0.742
HSPG2	0.947
HSPG2	0.947
ECE1	0.623
ECE1	0.623
NOTCH4	0.706
NOTCH4	0.706
MAGED2	0.906
MAGED2	0.906
DDAH2	0.852
DDAH2	0.852
BMI1	0.686
BMI1	0.686
GATA1	0.68
GATA1	0.68
HIF3A	0.929
HIF3A	0.929
SHB	0.931
SHB	0.931
LECT1	0.623
LECT1	0.623
RECK	0.656
RECK	0.656
CA9	0.727
CA9	0.727
BMP2	0.844
BMP2	0.844
DDX53	0.724
DDX53	0.724
EDN1	0.892
EDN1	0.892
FOXO1	0.707
FOXO1	0.707
TFAP2A	0.925
TFAP2A	0.925
TEK	0.968
TEK	0.968
TMSB4X	0.958
TMSB4X	0.958
FOXC1	0.603
FOXC1	0.603
IGFBP3	0.767
IGFBP3	0.767
RCAN1	0.878
RCAN1	0.878
ESM1	0.72
ESM1	0.72
IL33	0.658
IL33	0.658
CD274	0.669
CD274	0.669
FGF9	0.679
FGF9	0.679
SEMA5A	0.59
SEMA5A	0.59
AQP4	0.671
AQP4	0.671
DNM2	0.916
DNM2	0.916
IL24	0.624
IL24	0.624
AKT2	0.653
AKT2	0.653
SH2D2A	0.932
SH2D2A	0.932
GRB2	0.948
GRB2	0.948
ETS1	0.764
ETS1	0.764
BCL2L11	0.682
BCL2L11	0.682
PROS1	0.918
PROS1	0.918
ACTN1	0.91
ACTN1	0.91
MMRN1	0.905
MMRN1	0.905
SPP1	0.882
SPP1	0.882
ALDOA	0.922
ALDOA	0.922
MAPK8	0.817
MAPK8	0.817
TYMP	0.675
TYMP	0.675
CXCL1	0.825
CXCL1	0.825
CXCL12	0.906
CXCL12	0.906
BMP7	0.771
BMP7	0.771
ITGB1	0.956
ITGB1	0.956
ILK	0.741
ILK	0.741
DEK	0.643
DEK	0.643
INS	0.919
INS	0.919
PTK2B	0.939
PTK2B	0.939
MAP2K7	0.709
MAP2K7	0.709
CST3	0.637
CST3	0.637
TNFSF11	0.809
TNFSF11	0.809
ROCK1	0.937
ROCK1	0.937
CDC42	0.971
CDC42	0.971
HPSE	0.599
HPSE	0.599
RELA	0.625
RELA	0.625
ETV2	0.681
ETV2	0.681
AKAP12	0.632
AKAP12	0.632
ELAVL1	0.802
ELAVL1	0.802
CLDN5	0.593
CLDN5	0.593
IL6	0.959
IL6	0.959
FOXO3	0.76
FOXO3	0.76
CXCR4	0.879
CXCR4	0.879
CREB1	0.97
CREB1	0.97
ENSG00000264813	0.798
ENSG00000264813	0.798
SOS1	0.928
SOS1	0.928
NFATC1	0.645
NFATC1	0.645
SEMA5B	0.593
SEMA5B	0.593
ADIPOQ	0.63
ADIPOQ	0.63
PTPN6	0.919
PTPN6	0.919
BCAR1	0.939
BCAR1	0.939
APLN	0.685
APLN	0.685
IGF2	0.98
IGF2	0.98
FGFR1	0.882
FGFR1	0.882
AHSG	0.919
AHSG	0.919
SEMA4B	0.592
SEMA4B	0.592
ORM2	0.901
ORM2	0.901
TEX264	0.9
TEX264	0.9
CD44	0.805
CD44	0.805
TNF	0.919
TNF	0.919
CYR61	0.764
CYR61	0.764
PTPRJ	0.93
PTPRJ	0.93
RHOA	0.977
RHOA	0.977
SHC1	0.947
SHC1	0.947
ESR1	0.816
ESR1	0.816
HRAS	0.828
HRAS	0.828
PRKCA	0.627
PRKCA	0.627
GDNF	0.669
GDNF	0.669
FGFR2	0.843
FGFR2	0.843
ITPKB	0.617
ITPKB	0.617
PTPRC	0.678
PTPRC	0.678
IL10	0.885
IL10	0.885
BDNF	0.871
BDNF	0.871
SERPINA1	0.933
SERPINA1	0.933
EIF4G1	0.593
EIF4G1	0.593
SLC2A1	0.831
SLC2A1	0.831
SEMA4D	0.596
SEMA4D	0.596
NCK1	0.925
NCK1	0.925
PAEP	0.643
PAEP	0.643
CDKN2A	0.761
CDKN2A	0.761
BRCA1	0.607
BRCA1	0.607
SUCLG2	0.671
SUCLG2	0.671
AGTR1	0.739
AGTR1	0.739
PDGFC	0.675
PDGFC	0.675
DDX41	0.67
DDX41	0.67
SMUG1	0.642
SMUG1	0.642
PROM1	0.709
PROM1	0.709
PIK3R1	0.928
PIK3R1	0.928
ANGPT1	0.863
ANGPT1	0.863
FAM49B	0.9
FAM49B	0.9
IKBKB	0.603
IKBKB	0.603
NTRK1	0.868
NTRK1	0.868
CRYAB	0.733
CRYAB	0.733
ADM	0.769
ADM	0.769
DICER1	0.707
DICER1	0.707
HIF1A	0.996
HIF1A	0.996
ARF1	0.904
ARF1	0.904
NR4A1	0.627
NR4A1	0.627
ITGAM	0.669
ITGAM	0.669
PTHLH	0.765
PTHLH	0.765
ACTN2	0.908
ACTN2	0.908
SP7	0.759
SP7	0.759
LDHA	0.723
LDHA	0.723
VTI1B	0.901
VTI1B	0.901
PGF	0.954
PGF	0.954
AKT1	0.966
AKT1	0.966
ITGB3	0.941
ITGB3	0.941
ZEB2	0.667
ZEB2	0.667
PECAM1	0.902
PECAM1	0.902
ALOX15	0.63
ALOX15	0.63
TXNIP	0.593
TXNIP	0.593
GDF2	0.682
GDF2	0.682
SLC16A3	0.66
SLC16A3	0.66
SEMA6B	0.593
SEMA6B	0.593
ZFP36	0.619
ZFP36	0.619
ENSG00000269897	0.685
ENSG00000269897	0.685
CCL5	0.865
CCL5	0.865
CCL3	0.792
CCL3	0.792
AKAP1	0.915
AKAP1	0.915
GREM1	0.625
GREM1	0.625
